Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
226,0,2,0,1,4,0,4,4,5,1,5,4,4,4,0,0.0,satisfied
3173,5,5,5,5,4,4,4,4,2,5,2,3,3,4,14,22.0,satisfied
329,2,1,1,1,2,2,2,2,2,1,4,4,3,2,0,0.0,neutral or dissatisfied
1084,4,4,1,4,2,5,5,4,4,4,4,4,4,5,0,0.0,satisfied
1733,1,0,0,3,5,1,2,4,4,0,4,2,4,3,3,0.0,neutral or dissatisfied
332,4,4,4,1,2,4,2,2,3,5,5,3,5,2,0,0.0,neutral or dissatisfied
201,4,4,4,4,2,4,5,4,4,4,5,4,4,5,21,41.0,satisfied
2657,4,4,4,4,5,4,5,3,3,3,3,4,3,3,5,0.0,satisfied
691,3,4,3,4,2,3,5,2,3,2,4,3,4,2,0,0.0,neutral or dissatisfied
787,1,4,1,4,1,1,1,1,4,3,3,5,3,1,3,0.0,neutral or dissatisfied
462,2,4,2,1,3,2,3,3,5,5,4,5,4,3,0,0.0,neutral or dissatisfied
1379,5,0,5,3,3,5,1,3,4,4,4,3,4,3,16,0.0,satisfied
3180,2,2,4,2,4,5,4,4,4,4,4,4,4,5,39,35.0,satisfied
192,2,4,2,2,3,2,5,3,3,3,4,3,4,3,4,1.0,neutral or dissatisfied
651,3,1,3,2,5,3,5,5,4,2,3,3,3,5,1,10.0,neutral or dissatisfied
282,4,4,4,1,5,4,5,5,5,2,5,5,4,5,0,0.0,neutral or dissatisfied
446,3,2,3,3,3,4,4,3,3,2,3,4,4,4,149,139.0,neutral or dissatisfied
967,3,3,3,1,5,3,2,5,5,4,5,5,4,5,8,2.0,neutral or dissatisfied
2586,4,4,4,3,4,1,1,4,3,3,5,1,3,1,248,271.0,neutral or dissatisfied
3351,2,2,2,2,3,4,5,4,4,4,4,3,4,5,0,21.0,satisfied
929,4,4,4,3,3,4,3,3,3,5,5,4,5,3,24,27.0,satisfied
1558,4,4,4,4,4,5,5,5,5,5,5,5,5,4,8,19.0,satisfied
3234,3,3,3,3,5,4,4,4,4,4,4,3,4,5,16,15.0,satisfied
651,4,4,4,4,2,4,4,4,4,4,4,4,4,4,0,0.0,satisfied
697,3,3,3,3,2,3,1,2,1,5,3,2,4,2,0,0.0,neutral or dissatisfied
1276,2,2,2,2,4,4,4,4,5,3,5,3,4,4,9,1.0,satisfied
1346,2,2,2,2,4,5,4,4,4,4,4,3,4,5,24,28.0,satisfied
221,3,4,0,3,2,0,3,2,5,5,3,5,2,2,0,7.0,neutral or dissatisfied
2768,0,5,0,4,4,4,4,2,2,2,2,4,2,4,29,35.0,satisfied
541,2,2,2,3,5,2,5,5,4,5,4,4,4,5,9,0.0,neutral or dissatisfied
2494,5,5,5,5,5,5,5,5,3,4,4,4,5,5,11,2.0,satisfied
1334,3,5,3,3,3,4,5,3,3,3,3,3,3,4,0,19.0,neutral or dissatisfied
345,3,5,3,2,5,5,5,3,3,3,3,3,3,5,25,24.0,neutral or dissatisfied
862,3,3,3,3,3,3,1,3,2,1,4,3,4,3,2,0.0,neutral or dissatisfied
1986,5,5,5,5,5,4,5,5,5,5,5,4,5,3,0,0.0,satisfied
1066,3,4,3,2,3,3,3,3,4,4,4,3,4,3,51,81.0,neutral or dissatisfied
1009,1,1,1,1,1,1,1,1,3,1,2,3,2,1,2,6.0,neutral or dissatisfied
2295,3,3,3,3,3,5,5,3,3,3,2,5,3,5,78,94.0,neutral or dissatisfied
1129,4,4,4,4,4,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
1939,3,3,3,3,5,4,5,4,4,4,4,5,4,4,71,78.0,satisfied
1124,2,5,2,5,3,2,3,3,4,3,5,4,5,3,0,0.0,neutral or dissatisfied
414,5,5,1,5,5,5,4,4,4,4,4,5,4,4,11,0.0,satisfied
3342,3,3,3,3,2,4,5,5,5,5,5,3,5,3,0,0.0,satisfied
2097,3,3,2,3,4,4,5,3,3,3,3,4,3,3,20,5.0,satisfied
150,2,0,2,3,4,2,2,4,4,1,3,1,4,4,0,0.0,neutral or dissatisfied
2133,1,1,1,1,5,3,5,5,5,5,5,3,5,5,0,1.0,satisfied
2583,2,2,5,2,5,5,5,5,4,2,3,4,5,5,0,0.0,satisfied
1825,3,3,3,3,3,4,4,4,4,4,4,4,4,5,2,0.0,satisfied
293,1,2,2,2,3,4,4,1,1,1,1,2,1,2,0,0.0,neutral or dissatisfied
2140,1,1,1,1,5,5,4,5,5,5,5,4,5,5,111,106.0,satisfied
1727,1,1,1,1,5,4,5,4,4,4,4,5,4,4,0,4.0,satisfied
1476,3,4,2,3,4,2,4,4,5,3,4,5,4,4,4,19.0,neutral or dissatisfied
209,3,5,3,4,5,3,5,5,5,1,2,1,2,5,0,10.0,neutral or dissatisfied
1211,0,0,0,5,1,0,1,1,4,3,4,5,4,1,0,0.0,satisfied
1144,3,5,3,3,4,3,4,4,2,5,5,4,3,4,0,0.0,neutral or dissatisfied
3765,3,3,3,3,4,4,4,4,4,3,5,3,5,4,0,0.0,satisfied
2586,1,5,5,5,1,1,1,2,2,4,3,1,2,1,7,18.0,neutral or dissatisfied
425,1,3,1,2,5,1,5,5,3,3,3,1,2,5,0,0.0,neutral or dissatisfied
474,3,0,3,5,2,3,2,2,1,2,5,3,4,2,0,0.0,neutral or dissatisfied
488,3,0,3,3,5,3,5,5,3,3,4,3,5,5,81,75.0,neutral or dissatisfied
258,2,3,2,5,5,2,3,5,1,5,1,4,4,5,8,11.0,neutral or dissatisfied
762,5,4,5,3,3,5,3,3,3,4,3,2,4,3,0,0.0,satisfied
645,3,3,3,4,2,3,2,2,5,3,3,3,3,2,0,2.0,neutral or dissatisfied
120,3,0,4,3,5,4,5,5,3,4,2,2,3,5,0,9.0,neutral or dissatisfied
634,4,5,4,2,3,4,5,1,1,4,1,5,1,4,0,0.0,neutral or dissatisfied
2556,4,3,2,3,4,4,4,4,1,5,5,5,1,4,43,22.0,satisfied
972,3,5,4,1,4,4,5,5,5,4,5,3,5,3,0,0.0,neutral or dissatisfied
2136,3,3,3,3,2,3,5,3,3,4,4,2,3,1,0,0.0,satisfied
2519,5,5,5,5,2,5,4,4,4,4,4,3,4,5,0,0.0,satisfied
599,2,2,2,1,4,2,4,4,4,3,5,4,5,4,0,0.0,neutral or dissatisfied
3023,5,5,4,5,3,4,5,4,4,4,4,5,4,3,2,0.0,satisfied
546,2,4,2,5,3,4,2,2,2,2,2,2,2,5,55,53.0,neutral or dissatisfied
301,5,5,5,3,2,5,2,2,4,3,5,5,4,2,0,0.0,satisfied
2528,5,5,5,5,3,4,3,3,2,2,1,1,5,3,0,5.0,satisfied
3959,5,5,5,5,3,5,5,5,5,5,5,3,5,3,7,0.0,satisfied
599,2,0,2,2,5,2,3,5,1,5,5,1,4,5,0,0.0,neutral or dissatisfied
251,1,0,1,3,2,1,3,2,4,2,5,4,3,2,0,0.0,neutral or dissatisfied
444,5,3,3,3,5,4,5,5,2,2,3,2,3,5,2,1.0,neutral or dissatisfied
978,3,4,3,3,4,3,4,4,4,3,5,5,5,4,0,0.0,neutral or dissatisfied
902,3,3,3,5,4,3,4,4,1,2,5,1,3,4,0,0.0,neutral or dissatisfied
2748,3,3,3,3,3,5,5,5,5,5,5,4,5,5,0,8.0,satisfied
547,2,4,2,3,2,4,3,5,5,2,1,5,5,3,8,3.0,neutral or dissatisfied
106,3,4,2,3,5,2,5,5,1,5,4,3,3,5,0,6.0,neutral or dissatisfied
925,4,4,4,4,5,5,5,5,5,5,5,4,5,5,13,0.0,satisfied
1670,2,2,2,3,2,2,2,2,3,3,3,4,4,2,3,21.0,neutral or dissatisfied
480,4,2,4,3,3,4,5,3,1,4,3,1,4,3,0,0.0,neutral or dissatisfied
1065,4,5,4,2,2,4,2,2,5,2,5,4,4,2,2,0.0,neutral or dissatisfied
409,2,3,2,1,4,2,4,4,2,2,5,2,1,4,0,3.0,neutral or dissatisfied
235,4,4,4,5,3,4,4,3,3,4,4,5,5,3,48,40.0,satisfied
239,2,2,2,4,3,2,3,3,5,5,4,3,4,3,1,0.0,neutral or dissatisfied
987,3,3,3,3,5,3,3,5,1,2,5,2,1,5,0,0.0,satisfied
978,4,5,4,3,3,4,3,3,4,4,4,4,4,3,0,0.0,neutral or dissatisfied
447,1,5,1,2,2,1,2,2,5,4,5,3,5,2,0,0.0,neutral or dissatisfied
258,1,3,1,3,1,1,1,1,4,3,4,2,4,1,25,18.0,neutral or dissatisfied
589,3,3,3,1,4,3,4,4,4,2,5,4,5,4,0,0.0,neutral or dissatisfied
950,3,3,3,3,5,3,5,5,5,1,2,5,5,5,0,0.0,neutral or dissatisfied
684,4,5,4,4,5,4,5,2,2,4,2,3,2,5,0,0.0,neutral or dissatisfied
2165,3,4,4,4,5,3,4,3,3,3,3,1,3,1,66,68.0,neutral or dissatisfied
3225,0,0,0,4,5,4,4,5,5,5,5,4,5,4,37,40.0,satisfied
197,4,4,4,3,1,4,1,1,5,5,5,3,5,1,6,0.0,satisfied
1521,4,2,4,4,4,4,5,5,5,5,5,3,5,3,8,1.0,satisfied
2556,1,1,2,1,2,4,4,4,4,4,4,3,4,4,2,8.0,satisfied
308,2,4,2,2,5,5,5,1,1,2,1,4,1,3,10,8.0,neutral or dissatisfied
109,5,4,4,4,5,5,5,5,2,5,2,2,5,5,29,29.0,satisfied
965,5,3,3,3,5,5,5,5,3,1,1,1,1,5,19,5.0,satisfied
248,2,2,2,2,5,5,5,4,4,4,4,3,4,5,0,0.0,satisfied
950,3,1,2,3,2,2,2,2,1,5,3,3,3,2,0,0.0,neutral or dissatisfied
447,3,4,3,2,3,3,1,3,3,3,5,4,4,3,2,0.0,neutral or dissatisfied
303,4,1,1,1,4,4,4,4,5,5,5,4,4,4,26,39.0,satisfied
337,3,5,3,5,1,5,2,4,4,3,4,3,4,4,41,48.0,neutral or dissatisfied
302,3,3,3,3,4,1,5,5,5,5,5,3,5,2,0,0.0,satisfied
583,5,5,2,5,3,5,5,4,4,4,4,3,4,5,32,30.0,satisfied
1028,4,3,3,3,4,4,4,4,1,3,5,5,4,4,0,0.0,satisfied
406,3,3,3,3,4,5,4,2,2,2,2,5,2,3,0,0.0,satisfied
2651,3,3,3,3,4,5,5,4,4,4,4,5,4,3,0,0.0,satisfied
783,5,4,4,4,5,5,5,5,5,5,3,2,5,5,26,6.0,satisfied
3808,3,3,2,3,5,4,5,5,4,5,4,3,5,5,0,11.0,satisfied
1211,4,4,4,3,1,4,1,1,2,5,1,5,4,1,5,0.0,neutral or dissatisfied
1096,3,5,3,2,2,5,5,4,4,3,4,5,4,4,0,0.0,neutral or dissatisfied
2039,1,1,1,1,4,4,4,4,4,4,4,4,4,5,15,0.0,satisfied
1620,4,4,4,4,3,3,3,3,3,5,5,4,4,3,0,0.0,satisfied
666,2,3,3,3,2,2,2,2,1,1,3,1,3,2,13,0.0,neutral or dissatisfied
432,4,3,3,3,2,4,3,4,4,4,4,4,4,1,0,0.0,neutral or dissatisfied
1389,1,1,1,1,4,5,4,2,2,2,2,4,2,3,0,0.0,satisfied
2669,1,1,1,1,4,5,5,4,4,4,4,3,4,5,0,0.0,satisfied
862,3,3,3,4,4,3,4,4,3,3,3,4,3,4,10,1.0,neutral or dissatisfied
500,3,3,4,4,4,4,3,4,3,1,3,5,1,4,0,0.0,neutral or dissatisfied
325,5,2,5,4,5,5,5,5,2,1,3,1,4,5,0,1.0,satisfied
971,1,3,3,3,4,1,1,1,1,1,1,3,1,2,15,0.0,neutral or dissatisfied
447,1,1,1,1,4,4,5,5,5,5,5,4,5,5,40,29.0,satisfied
1013,5,5,5,5,1,5,1,1,5,3,4,3,5,1,0,0.0,satisfied
533,1,4,3,5,5,3,5,5,3,4,4,4,5,5,12,11.0,neutral or dissatisfied
2249,2,2,3,2,3,4,5,5,5,5,5,5,5,5,1,0.0,satisfied
744,1,1,1,4,5,1,5,5,1,2,3,1,4,5,0,0.0,neutral or dissatisfied
214,2,4,2,1,3,5,5,3,3,2,2,4,3,4,0,0.0,neutral or dissatisfied
533,2,4,4,4,5,2,3,2,2,2,2,2,2,4,29,15.0,neutral or dissatisfied
331,2,5,2,4,5,2,5,5,3,5,5,3,4,5,22,12.0,neutral or dissatisfied
980,0,0,0,5,1,0,1,1,4,3,4,4,5,1,0,0.0,satisfied
2825,4,2,4,4,3,4,5,5,5,5,5,5,5,3,0,3.0,satisfied
1500,3,3,3,3,3,3,3,3,3,3,3,1,3,4,0,4.0,neutral or dissatisfied
2768,2,2,2,2,3,4,5,4,4,4,4,5,4,3,0,1.0,satisfied
1689,3,3,3,3,4,5,5,4,4,4,4,4,4,5,37,32.0,satisfied
802,3,0,3,4,2,3,2,2,3,5,4,4,5,2,0,0.0,neutral or dissatisfied
312,2,4,2,3,2,2,1,2,5,5,4,4,4,2,0,0.0,neutral or dissatisfied
1208,2,2,2,3,4,2,4,4,3,2,1,1,2,4,0,0.0,neutral or dissatisfied
148,4,5,4,3,4,4,4,4,3,3,4,3,5,4,31,27.0,neutral or dissatisfied
835,1,5,1,1,2,1,2,2,3,5,5,3,4,2,0,0.0,neutral or dissatisfied
1814,2,2,2,3,2,2,1,2,3,1,4,3,4,2,0,8.0,neutral or dissatisfied
449,3,4,3,3,3,3,3,3,4,2,5,5,4,3,0,0.0,neutral or dissatisfied
2519,4,4,4,4,3,4,4,3,3,4,3,5,3,5,0,0.0,satisfied
240,3,5,3,1,2,3,2,2,3,3,5,4,5,2,0,0.0,neutral or dissatisfied
2442,4,4,4,4,5,5,5,3,2,5,5,5,3,5,137,166.0,satisfied
1072,3,5,3,4,3,5,5,5,5,3,5,3,5,4,9,2.0,neutral or dissatisfied
1973,1,1,1,1,4,4,4,5,5,4,5,3,5,4,0,0.0,satisfied
595,3,0,3,1,4,3,4,4,2,1,5,4,3,4,0,0.0,neutral or dissatisfied
316,2,1,2,3,5,2,5,5,2,1,3,2,3,5,0,0.0,neutral or dissatisfied
989,3,3,3,4,4,3,3,2,2,3,2,3,2,3,0,0.0,neutral or dissatisfied
236,4,2,0,4,5,0,5,5,3,3,4,1,3,5,56,44.0,neutral or dissatisfied
2009,5,5,5,5,5,5,4,5,5,5,5,5,5,5,0,0.0,satisfied
507,3,5,4,4,3,4,4,3,3,4,2,2,3,3,0,0.0,neutral or dissatisfied
407,1,5,2,3,3,2,3,3,5,4,1,2,3,3,0,0.0,neutral or dissatisfied
1199,1,1,1,5,2,1,3,2,4,2,3,5,4,2,11,0.0,neutral or dissatisfied
2391,2,4,3,4,2,2,2,4,3,3,4,2,2,2,294,283.0,neutral or dissatisfied
1056,4,5,4,3,5,4,5,5,5,5,4,4,5,5,9,2.0,neutral or dissatisfied
237,4,4,4,2,4,4,3,4,3,3,5,5,5,4,6,0.0,satisfied
787,3,2,3,3,5,3,4,5,4,1,4,4,3,5,33,22.0,neutral or dissatisfied
102,4,1,1,1,4,1,2,4,4,4,4,1,4,3,0,0.0,satisfied
163,5,5,5,5,3,1,4,4,4,4,3,5,4,1,0,4.0,satisfied
867,2,2,2,3,1,2,1,1,4,4,5,1,5,1,2,0.0,neutral or dissatisfied
2749,2,1,1,1,2,4,4,2,2,2,2,2,2,3,0,0.0,neutral or dissatisfied
1986,2,3,2,4,2,2,2,4,2,3,3,2,3,2,176,170.0,neutral or dissatisfied
895,2,4,1,5,1,1,1,5,2,5,4,1,3,1,204,196.0,neutral or dissatisfied
77,4,0,4,1,5,4,5,5,5,4,5,2,5,5,0,0.0,neutral or dissatisfied
230,2,3,2,4,3,2,3,3,2,1,1,5,3,3,0,0.0,neutral or dissatisfied
2342,3,3,3,3,2,3,2,2,1,4,2,3,3,2,0,0.0,neutral or dissatisfied
588,5,5,5,5,5,5,5,5,5,5,5,5,4,5,0,0.0,satisfied
1192,1,4,1,4,3,1,4,3,4,4,4,5,4,3,2,0.0,neutral or dissatisfied
1744,4,4,4,4,4,3,5,4,4,4,4,4,4,5,0,0.0,satisfied
1371,3,4,3,3,1,3,1,1,5,3,5,4,4,1,12,0.0,neutral or dissatisfied
462,1,1,1,1,5,1,5,5,5,4,5,5,5,5,19,12.0,neutral or dissatisfied
3811,1,1,1,1,4,2,2,5,5,5,5,1,5,4,5,0.0,satisfied
313,4,1,1,1,2,5,1,4,4,4,4,2,4,2,0,16.0,satisfied
692,3,3,3,3,5,4,5,5,3,1,1,2,5,5,0,0.0,satisfied
423,4,5,5,5,4,4,4,4,2,3,3,3,4,4,40,39.0,neutral or dissatisfied
1585,4,5,5,5,3,4,4,2,2,2,4,4,2,1,0,0.0,neutral or dissatisfied
342,0,0,0,4,5,5,4,3,3,3,3,5,3,5,31,22.0,satisfied
397,0,5,0,3,3,0,1,3,4,5,5,4,5,3,6,0.0,satisfied
632,5,4,5,2,2,5,2,2,3,5,4,4,5,2,0,0.0,satisfied
296,1,3,5,4,5,5,5,5,1,3,4,4,4,5,24,0.0,neutral or dissatisfied
190,3,3,3,3,4,4,4,4,2,2,4,1,4,4,0,0.0,satisfied
628,3,3,3,3,2,5,4,5,5,5,5,4,5,5,0,0.0,satisfied
937,3,3,4,1,5,3,4,4,4,4,4,4,4,2,0,18.0,neutral or dissatisfied
192,3,3,3,3,2,3,2,2,3,1,2,4,1,2,17,15.0,neutral or dissatisfied
227,2,0,2,3,3,2,3,3,5,3,3,2,1,3,0,0.0,neutral or dissatisfied
3829,3,3,3,3,5,5,4,4,4,4,4,4,4,4,0,0.0,satisfied
534,3,3,4,3,3,3,3,3,2,3,3,4,2,3,29,23.0,neutral or dissatisfied
109,1,1,1,3,3,3,4,4,4,1,4,3,4,1,20,23.0,neutral or dissatisfied
270,4,4,4,2,5,4,5,5,4,5,1,3,2,5,0,0.0,neutral or dissatisfied
3255,3,3,3,3,3,3,3,3,1,3,4,3,3,3,8,1.0,neutral or dissatisfied
239,1,5,1,2,5,1,4,5,3,4,5,5,4,5,18,7.0,neutral or dissatisfied
190,2,4,2,1,3,2,4,3,3,2,4,5,5,3,0,0.0,neutral or dissatisfied
1166,4,1,5,2,2,2,3,4,4,5,4,2,4,1,5,0.0,neutral or dissatisfied
331,2,1,2,4,2,2,2,2,1,2,3,3,4,2,0,0.0,neutral or dissatisfied
1303,3,2,2,2,3,3,4,3,2,4,3,3,4,3,2,0.0,neutral or dissatisfied
846,5,5,5,1,2,5,2,2,4,2,5,5,5,2,0,,satisfied
1044,3,3,3,1,5,3,5,5,3,3,5,5,4,5,53,41.0,neutral or dissatisfied
2938,4,4,4,4,4,4,4,4,5,4,4,4,5,4,9,0.0,satisfied
1587,1,4,1,1,4,4,5,4,4,4,4,5,4,4,8,0.0,satisfied
3591,5,5,5,5,5,5,5,5,5,5,5,4,5,5,0,0.0,satisfied
3404,2,2,2,2,3,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
2076,2,3,2,2,5,5,5,5,5,5,5,5,5,5,22,14.0,satisfied
919,3,3,3,2,5,3,5,5,2,5,3,2,2,5,21,11.0,neutral or dissatisfied
1670,4,1,4,4,1,4,1,1,2,4,2,3,4,1,0,0.0,neutral or dissatisfied
223,2,1,1,1,3,4,4,2,2,2,2,2,2,2,16,9.0,neutral or dissatisfied
650,1,1,1,1,3,5,5,5,5,5,5,5,5,4,0,1.0,satisfied
484,2,2,2,2,4,4,5,4,4,4,4,3,4,4,10,2.0,satisfied
761,4,4,4,4,4,5,4,5,5,5,5,5,5,5,125,121.0,satisfied
602,4,4,4,3,3,4,3,3,2,1,3,2,4,3,13,14.0,neutral or dissatisfied
1183,1,5,1,1,3,1,3,3,5,4,4,3,5,3,37,80.0,neutral or dissatisfied
442,4,4,4,3,5,4,5,5,2,4,3,2,3,5,0,0.0,neutral or dissatisfied
1657,5,5,5,5,3,4,5,4,4,4,4,3,4,5,19,13.0,satisfied
458,3,3,3,3,5,3,5,5,4,2,4,4,3,5,0,0.0,neutral or dissatisfied
3931,2,1,2,2,4,4,4,4,3,3,5,5,4,4,0,0.0,satisfied
895,1,1,1,1,4,5,5,4,4,4,4,5,4,4,0,0.0,satisfied
1674,5,5,5,5,4,4,4,4,4,5,4,4,5,4,0,0.0,satisfied
156,1,4,0,3,2,0,1,2,3,5,4,5,5,2,0,0.0,neutral or dissatisfied
1436,3,4,3,3,4,3,4,4,4,5,4,2,4,4,0,1.0,neutral or dissatisfied
3755,0,5,0,3,5,2,4,3,3,3,3,4,3,2,0,0.0,satisfied
649,1,4,2,4,3,2,2,3,2,4,4,4,4,3,0,0.0,neutral or dissatisfied
214,1,3,3,3,1,1,1,1,3,3,4,4,4,1,11,7.0,neutral or dissatisfied
715,4,5,4,3,4,4,4,4,3,5,5,4,4,4,18,7.0,satisfied
2274,4,4,4,4,5,4,4,4,4,4,4,3,4,4,0,17.0,satisfied
3796,2,2,3,3,2,2,2,2,4,2,3,1,3,2,0,0.0,neutral or dissatisfied
77,4,4,4,2,1,4,1,1,5,3,4,4,4,1,0,0.0,neutral or dissatisfied
957,3,5,3,3,5,3,5,5,4,2,4,5,5,5,39,29.0,neutral or dissatisfied
101,2,4,4,4,3,3,3,4,4,4,2,3,4,4,0,0.0,neutral or dissatisfied
67,2,4,2,3,1,2,1,1,4,2,5,4,4,1,82,70.0,neutral or dissatisfied
500,1,4,4,4,1,1,1,1,2,5,2,3,2,1,79,71.0,neutral or dissatisfied
913,2,1,1,1,4,3,4,2,2,2,2,2,2,3,0,0.0,neutral or dissatisfied
2176,3,3,3,3,5,5,5,5,5,5,5,4,5,5,7,32.0,satisfied
808,3,3,3,3,4,4,4,5,4,5,5,4,4,4,241,227.0,satisfied
1491,3,1,4,1,2,4,3,3,3,3,3,4,3,3,0,0.0,neutral or dissatisfied
207,1,4,0,2,5,1,3,4,4,0,4,2,4,3,0,10.0,neutral or dissatisfied
989,2,2,2,1,5,2,5,5,1,3,1,2,2,5,19,4.0,neutral or dissatisfied
2933,4,4,4,4,2,1,5,4,4,5,4,1,4,5,4,3.0,satisfied
432,5,5,5,3,3,5,3,3,3,2,5,4,4,3,0,0.0,satisfied
192,3,4,3,4,1,3,1,1,3,5,3,1,3,1,0,0.0,neutral or dissatisfied
916,3,5,4,1,3,4,2,3,3,1,4,2,1,3,5,1.0,neutral or dissatisfied
199,2,4,0,2,1,0,1,1,4,2,4,4,5,1,0,0.0,neutral or dissatisfied
416,2,2,2,3,1,2,1,1,2,2,3,2,4,1,4,3.0,neutral or dissatisfied
197,2,5,5,5,1,4,3,2,2,2,2,2,2,2,0,0.0,neutral or dissatisfied
2075,4,4,4,4,4,3,4,4,4,4,4,3,4,3,0,14.0,satisfied
577,1,5,1,3,3,1,3,3,3,2,5,3,4,3,46,61.0,neutral or dissatisfied
377,1,5,1,3,2,4,5,5,5,1,5,4,5,5,0,0.0,neutral or dissatisfied
1668,5,4,5,5,3,5,4,5,5,5,5,5,5,3,23,12.0,satisfied
1013,1,2,1,2,4,1,4,4,4,4,2,1,3,4,0,11.0,neutral or dissatisfied
306,0,0,0,4,1,1,1,1,1,1,2,1,1,1,50,48.0,satisfied
236,2,2,2,4,5,2,5,5,2,2,4,2,4,5,22,15.0,neutral or dissatisfied
500,2,5,2,4,2,5,4,4,4,2,4,3,4,3,0,0.0,neutral or dissatisfied
1464,4,5,5,5,4,4,4,4,3,4,3,4,3,4,73,65.0,neutral or dissatisfied
563,2,2,2,2,4,4,4,4,5,3,5,2,2,4,0,7.0,satisfied
1664,2,2,2,2,2,5,4,4,4,4,4,3,4,5,2,0.0,satisfied
300,3,1,1,1,3,3,3,3,4,3,4,3,4,3,0,0.0,neutral or dissatisfied
209,5,5,4,5,5,5,5,5,3,3,5,4,2,5,0,2.0,satisfied
236,3,4,3,3,5,2,4,2,2,3,2,4,2,3,0,6.0,satisfied
377,2,2,2,3,1,2,1,1,4,1,3,4,4,1,4,2.0,neutral or dissatisfied
612,2,0,2,3,5,2,1,5,5,5,4,3,5,5,25,10.0,neutral or dissatisfied
936,2,3,3,3,1,3,2,1,2,5,4,4,3,1,0,0.0,neutral or dissatisfied
657,1,1,1,1,3,5,5,5,5,5,5,4,5,4,0,0.0,satisfied
1739,1,5,1,3,2,1,2,2,5,3,3,5,4,2,1,20.0,neutral or dissatisfied
3441,5,4,4,4,5,4,5,5,2,4,4,3,3,5,1,10.0,neutral or dissatisfied
1481,4,4,4,4,4,4,4,4,3,3,4,5,4,4,0,0.0,satisfied
1646,1,1,1,1,2,3,2,5,5,5,5,2,5,5,0,0.0,satisfied
1310,1,1,1,1,4,4,4,1,1,1,1,2,1,4,0,0.0,neutral or dissatisfied
1325,3,4,2,3,4,2,4,4,5,5,4,5,4,4,0,0.0,neutral or dissatisfied
2740,2,4,4,4,4,2,3,2,2,2,2,1,2,3,0,0.0,neutral or dissatisfied
646,5,2,5,4,2,5,2,2,4,3,4,2,4,2,0,0.0,satisfied
473,2,2,2,2,1,2,1,4,4,4,4,3,4,2,0,0.0,satisfied
583,1,1,1,4,2,1,2,2,5,2,5,3,4,2,25,7.0,neutral or dissatisfied
321,4,3,4,5,1,4,1,1,4,3,5,5,3,1,0,0.0,neutral or dissatisfied
404,3,3,3,3,1,3,1,1,3,4,4,3,3,1,0,0.0,neutral or dissatisfied
151,4,4,4,4,4,2,1,5,5,5,5,3,5,1,12,14.0,satisfied
1069,0,0,0,5,2,0,2,2,5,5,1,3,3,2,2,4.0,satisfied
2342,2,2,4,2,4,4,4,3,2,4,4,4,5,4,0,9.0,satisfied
1027,5,5,5,1,4,5,3,4,4,4,5,3,5,4,10,0.0,satisfied
370,4,4,4,5,1,4,1,1,3,3,5,4,4,1,0,0.0,satisfied
1249,2,3,3,3,4,4,4,2,2,2,2,2,2,3,0,0.0,neutral or dissatisfied
1546,2,5,2,3,4,5,5,2,2,2,2,4,2,4,0,9.0,neutral or dissatisfied
280,2,2,2,2,1,2,1,1,3,5,5,3,5,1,0,0.0,neutral or dissatisfied
1609,3,3,3,3,4,5,4,4,4,4,4,5,4,3,47,58.0,satisfied
3273,4,4,4,4,3,5,4,4,4,5,4,3,4,5,64,51.0,satisfied
3789,5,5,4,5,4,4,4,5,2,2,3,4,1,4,218,189.0,satisfied
2425,1,1,1,1,4,4,4,4,4,3,5,4,5,4,0,0.0,satisfied
654,3,3,3,3,3,3,3,3,2,1,2,2,3,3,25,28.0,satisfied
551,2,4,3,3,4,3,4,4,2,3,3,4,3,4,0,0.0,neutral or dissatisfied
1567,4,4,4,4,5,4,1,4,4,4,5,4,4,5,0,0.0,satisfied
1346,4,3,3,3,4,4,4,4,2,2,1,5,2,4,0,0.0,neutral or dissatisfied
2303,5,5,2,5,3,4,4,5,5,5,5,4,5,3,19,13.0,satisfied
409,3,5,5,5,3,3,3,3,1,5,3,3,4,3,6,6.0,neutral or dissatisfied
246,2,3,2,3,3,2,1,3,3,4,3,4,3,3,49,92.0,neutral or dissatisfied
1155,3,4,3,3,3,4,4,4,3,4,5,4,5,4,141,163.0,neutral or dissatisfied
1476,3,4,3,2,5,3,1,5,1,3,4,5,4,5,0,8.0,neutral or dissatisfied
337,3,3,3,3,4,3,3,3,3,3,3,3,3,4,0,0.0,neutral or dissatisfied
819,1,3,1,3,2,4,3,1,1,1,1,4,1,3,0,0.0,neutral or dissatisfied
628,4,4,4,4,5,3,3,4,4,3,4,2,4,4,51,43.0,neutral or dissatisfied
770,4,4,4,4,4,4,4,4,3,3,5,3,5,4,15,6.0,satisfied
135,3,0,2,1,1,2,1,1,5,1,3,3,3,1,2,0.0,neutral or dissatisfied
1649,4,4,3,4,5,5,4,2,2,2,2,4,2,3,5,0.0,satisfied
1721,4,4,4,3,2,2,3,4,4,4,2,2,4,1,1,0.0,satisfied
